Sentence#,Word,Tag;
,$1.7,B-MONEY;
,тыс.,I-MONEY;
,но,O;
,затем,O;
,опустилась,O;
,до,O;
,$1.6,B-MONEY;
,тыс.,I-MONEY;
,Накануне,O;
,Еврокомиссия,B-ORG;
,предложила,O;
,ЕС,B-ORG;
,отказаться,O;
,от,O;
,продления,O;
,долгосрочных,O;
,контрактов,B-LAW;
,на,O;
,поставку,O;
,газа,B-PRODUCT;
,после,O;
,2049,B-DATE;
,года,I-DATE;
276,«Лента»,B-ORG;
,принадлежащая,O;
,Алексею,B-PER;
,Мордашову,I-PER;
,приобретет,O;
,100%,O;
,владеющей,O;
,«Утконосом»,B-ORG;
,компании,O;
,у,O;
,«Севергрупп»,B-ORG;
277,В,O;
,Нью,B-GPE;
,Йорке,I-GPE;
,в,O;
,ходе,O;
,торгов,O;
,на,O;
,аукционе,O;
,Christie's,B-ORG;
,продали,O;
,первую,O;
,запись,O;
,на,O;
,сайте,O;
,онлайн,O;
,энциклопедии,O;
,«Википедия»,O;
,в,O;
,виде,O;
,динамического,O;
,невзаимозаменяемого,O;
,NFT,O;
,токена,O;
,за,O;
,$750,B-MONEY;
,тыс.,I-MONEY;
,(55.2,B-MONEY;
,млн,I-MONEY;
,руб.),I-MONEY;
,говорится,O;
,на,O;
,сайте,O;
,аукционного,O;
,дома.,O;
278,Основатель,B-PER;
,SpaceX,B-ORG;
,и,O;
,Tesla,B-ORG;
,Илон,B-PER;
,Маск,I-PER;
,предложил,O;
,своему,O;
,коллеге,B-PER;
,создателю,B-PER;
,Amazon,B-ORG;
,Джеффу,B-PER;
,Безосу,I-PER;
,уделять,O;
,больше,O;
,времени,O;
,своей,O;
,компании,O;
279,Blue,B-ORG;
,Origin,I-ORG;
,«Газпром»,B-ORG;
,в,O;
,полном,O;
,объеме,O;
,выполнил,O;
,взятые,O;
,на,O;
,себя,O;
,обязательства,O;
,по,O;
,транзиту,O;
,газа,B-PRODUCT;
,через,O;
,территорию,O;
,Украины,B-GPE;
,в,O;
,2021,B-DATE;
,году,I-DATE;
,говорится,O;
,в,O;
,сообщении,O;
,компании,O;
,поступившем,O;
,в,O;
,РБК,B-ORG;
,«Газпром»,B-ORG;
,сообщил,O;
,что,O;
,Украина,B-GPE;
,потратила,O;
,почти,O;
,весь,O;
,закачанный,O;
,к,O;
,зиме,O;
,газ.,B-PRODUCT;
,Из,O;
,украинских,B-NORP;
,подземных,O;
,хранилищ,O;
,(ПХГ),O;
,поднят,O;
,уже,O;
,почти,O;
,весь,O;
,газ,B-PRODUCT;
,закачанный,O;
,при,O;
,подготовке,O;
,к,O;
,зиме,O;
,сообщается,O;
,в,O;
,отчете,O;
,«Газпрома»,B-ORG;
,опубликованном,O;
,на,O;
,сайте,O;
,компании,O;
280,Миллиардер,B-PER;
,основатель,B-PER;
,инвестиционной,I-PER;
,группы,I-PER;
,Finstar,B-ORG;
,(в,O;
,числе,O;
,активов,O;
,сеть,O;
,магазинов,O;
,«Рив,B-ORG;
,Гош»),I-ORG;
,Олег,B-PER;
,Бойко,I-PER;
,выиграл,O;
,дело,O;
,против,O;
,Google.,B-ORG;
,Он,O;
,требовал,O;
,удалить,O;
,из,O;
,поисковой,O;
,выдачи,O;
,ссылки,O;
,ведущие,O;
,как,O;
,утверждал,O;
,бизнесмен,O;
,на,O;
,сайт,O;
,с,O;
,недостоверной,O;
,информацией,O;
,о,O;
,нем.,O;
,О,O;
,выигранном,O;
,деле,O;
,РБК,B-ORG;
,сообщил,O;
,адвокат,B-PER;
,Бойко,B-PER;
,Вадим,B-PER;
,Прохоров,I-PER;
281,Несмотря,O;
,на,O;
,санкции,O;
,США,B-GPE;
,против,O;
,российского,B-NORP;
,стрелкового,B-PRODUCT;
,оружия,I-PRODUCT;
,поставки,O;
,патронов,B-PRODUCT;
,из,O;
,России,B-GPE;
,в,O;
,эту,O;
,страну,O;
,побили,O;
,рекорд.,O;
,Американские,B-NORP;
,партнеры,I-NORP;
,российских,B-NORP;
,производителей,I-NORP;
,воспользовались,O;
,лазейкой,O;
,в,O;
,санкциях,O;
,продлив,O;
,импорт,O;
,узнал,O;
,РБК,B-ORG;
282,«Российский,B-ORG;
,экологический,I-ORG;
,оператор»,I-ORG;
,вложит,O;
,990,B-MONEY;
,млн,I-MONEY;
,руб.,I-MONEY;
,в,O;
,комплекс,O;
,«Хартии»,B-ORG;
,Игоря,B-PER;
,Чайки,I-PER;
,по,O;
,переработке,O;
,и,O;
,утилизации,O;
,отходов,O;
,в,O;
,Тульской,B-GPE;
,области.,I-GPE;
,Общий,O;
,объем,O;
,инвестиций,O;
,в,O;
,этот,O;
,проект,O;
,3.5,B-MONEY;
,млрд,I-MONEY;
,руб,I-MONEY;
283,«Дочка»,B-ORG;
,АФК,B-ORG;
,«Система»,B-ORG;
,Владимира,B-PER;
,Евтушенкова,I-PER;
,«Система,B-ORG;
,Телеком,I-ORG;
,Активы»,I-ORG;
,выкупила,O;
,принадлежавшие,O;
,банку,O;
,ВТБ,B-ORG;
,акции,O;
,фирмы,O;
,Sinocom,B-ORG;
,Investments,I-ORG;
,которая,O;
,через,O;
,Ristango,B-ORG;
,Holding,I-ORG;
,Limited,I-ORG;
,владеет,O;
,100%,O;
,уставного,O;
,капитала,O;
,«Биннофарм,B-ORG;
,Групп»,I-ORG;
,на,O;
,сумму,O;
,9,B-MONEY;
,млрд,B-MONEY;
,руб.,I-MONEY;
284,Генеральным,B-PER;
,директором,I-PER;
,компании,I-PER;
,«Аэроэкспресс»,B-ORG;
,которая,O;
,занимается,O;
,железнодорожными,O;
,перевозками,O;
,до,O;
,московских,B-GPE;
,аэропортов,O;
,стал,O;
,Андрей,B-PER;
,Акимов,I-PER;
285,Арбитражный,O;
,апелляционный,O;
,суд,O;
,Ставропольского,B-GPE;
,края,I-GPE;
,оставил,O;
,жалобу,O;
,компании,O;
,ЗАО,B-ORG;
,«Водная,I-ORG;
,компания,I-ORG;
,«Старый,I-ORG;
,источник»,I-ORG;
,на,O;
,решение,O;
,о,O;
,взыскании,O;
,компенсации,O;
,за,O;
,нелегальное,O;
,использование,O;
,торговой,O;
,марки,O;
,«Ессентуки»,B-ORG;
,(принадлежит,O;
,ООО,B-ORG;
,«Тэсти»,I-ORG;
,и,O;
,АО,B-ORG;
,«Кавминкурортресурсы»),I-ORG;
,без,O;
,удовлетворения,O;
,сообщается,O;
,на,O;
,сайте,O;
,суда,O;
286,Экспортная,O;
,цена,O;
,на,O;
,крабов,B-PRODUCT;
,из,O;
,России,B-GPE;
,резко,O;
,выросла,O;
,до,O;
,$58,B-MONEY;
,за,O;
,1,O;
,летом,B-DATE;,O
,она,O;
,не,O;
,превышала,O;
,$30.,B-MONEY;
,Экспорт,O;
,увеличивается,O;
,в,O;
,денежном,O;
,выражении,O;
,из-за,O;
,большого,O;
,спроса,O;
,со,O;
,стороны,O;
,импортеров,O;
,в,O;
,частности,O;
,США,B-GPE;
,где,O;
,не,O;
,задался,O;
,сезон,O;
,вылова,O;
287,Из-за,O;
,плохого,O;
,урожая,O;
,винограда,O;
,прежде,O;
,всего,O;
,в,O;
,Италии,B-GPE;
,и,O;
,Франции,B-GPE;
,а,O;
,также,O;
,возросших,O;
,издержек,O;
,на,O;
,производство,O;
,и,O;
,логистику,O;
,виноделы,B-PER;
,намерены,O;
,увеличить,O;
,закупочные,O;
,цены,O;
,на,O;
,20–25%.,O;
,Импортеры,B-PER;
,рассчитывают,O;
,нивелировать,O;
,рост,O;
,до,O;
,10–15%,O;
,В,O;
,частности,O;
,производители,O;
,вин,O;
,из,O;
,Долины,B-GPE;
,Луары,I-GPE;
,Шампани,B-GPE;
,Бургундии,B-GPE;
,и,O;
,Гаскони,B-GPE;
,(Франция),B-GPE;
,Трентино,B-GPE;
,Альто,B-GPE;
,Адидже,I-GPE;
,(Италия),B-GPE;
,Нового,B-GPE;
,Света,I-GPE;
,и,O;
,других,O;
,винодельческих,O;
,регионов,O;
,предлагают,O;
,свою,O;
,продукцию,O;
,в,O;
,среднем,O;
,дороже,O;
,на,O;
,20–25%,O;
,в,O;
,евро,O;
288,«Черкизово»,B-ORG;
,консолидирует,O;
,100%,O;
,поставщика,O;
,индейки,O;
,«Пава,O;
,Пава»,O;
,В,O;
,обмен,O;
,испанская,B-NORP;
,Grupo,B-ORG;
,Fuertes,I-ORG;
,увеличит,O;
,долю,O;
,в,O;
,крупнейшем,O;
,в,O;
,России,B-GPE;
,производителе,O;
,мяса,O;
,птицы,O;
289,Руководство,O;
,ООО ПО Сталко,B-ORG;
,и,O;
,чешская,B-NORP;
,компания,B-ORG;
",""Склострой"",I-ORG";
,подписали,O;
,контракт,B-LAW;
,по,O;
,которому,O;
,чехи,B-NORP;
,поставят,O;
,оборудование,B-PRODUCT;
,для,O;
,будущего,O;
,предприятия.,B-FAC;
290,С,O;
,2016 года,B-DATE;
,казанская,B-NORP;
,компания,B-ORG;
",Аркодим"",I-ORG";
,поставляет,O;
,промышленных,O;
,роботов-манипуляторов,B-PRODUCT;
,на,O;
,производства,O;
,в,O;
,Москве,B-GPE;
,Ростове-на-Дону,B-GPE;
,Рязани,B-GPE;
,Новосибирске.,B-GPE;
,С,O;
,Официальный дилер,B-ORG;
,ЧЕТРА,I-ORG;
",ООО КомплектСнаб"",B-ORG";
,поставил,O;
,27 мини-погрузчиков,B-PRODUCT;
,ЧЕТРА,B-ORG;
,МКСМ,O;
,1000Н,O;
,для,O;
,Министерства,B-ORG;
,обороны,I-ORG;
,Российской Федерации.,B-GPE;
,С,O;
,момента,O;
,подписания,O;
,в,O;
,2011 году,B-DATE;
,контракта,B-LAW;
,между,O;
",Рособоронэкспортом"",B-ORG";
,и,O;
,Министерством,B-ORG;
,сухопутных войск,I-ORG;
,США,B-GPE;
,в,O;
,Афганистан,B-GPE;
,поставлено,O;
,63,O;
,вертолета,B-PRODUCT;
,производства,O;
,Казанского,B-NORP;
,вертолетного,B-FAC;
,завода,I-FAC;
,входящего,O;
,в,O;
,холдинг,B-ORG;
",""Вертолеты России"".,I-ORG";
291,С,O;
,начала,O;
,основной,O;
,конкурентной,O;
,стратегии,O;
,фирма,B-ORG;
,должна,O;
,была,O;
,построить,O;
,полный,O;
,цикл,O;
,производства,O;
,ввоза,O;
,и,O;
,хранения,O;
,фруктов:,B-PRODUCT;
,JFC (Кос),O;
,сформированы,O;
,собственного,O;
,рефрижераторного,B-PRODUCT;
,флота,I-PRODUCT;
,купил,O;
,плантации,O;
,в,O;
,Эквадоре,B-GPE;
,а,O;
,в,O;
,России,B-GPE;
,запущен,O;
,камеры,B-PRODUCT;
,газации,I-PRODUCT;
,бананов,B-PRODUCT;
,и,O;
,специально,O;
,оборудованных,O;
,складах,O;
,что,O;
,позволило,O;
,оптимальным,O;
,образом,O;
,организовать,O;
,доставку,O;
,фруктов-магазинов.,O;
292,С,O;
,целью,O;
,выполнения,O;
,поставленных,O;
,задач,O;
,Ферганский,B-ORG;
,НПЗ,I-ORG;
,перешедший,O;
,в,O;
,доверительное,O;
,управление,O;
,СП ООО,B-ORG;
,Jizzakh Petroleum,I-ORG;
,7 марта,B-DATE;
,приступил,O;
,к,O;
,реконструкции,O;
,существующих,O;
,и,O;
,строительству,O;
,новых,O;
,производственных,O;
,мощностей,O;
,согласно,O;
,утвержденному,O;
,проекту,O;
,по,O;
,модернизации,O;
,общий,O;
,бюджет,B-MONEY;
,которого,O;
,оценивается,O;
,в,O;
,$300,B-MONEY;
,млн.,I-MONEY;
293,К,O;
,концу,B-DATE;
,2020 года,I-DATE;
,объем,O;
,разработки,O;
,проектной,O;
,документации,O;
,лицензионных,O;
,установок,O;
,и,O;
,базового,O;
,проекта,O;
,в,O;
,рамках,O;
,контрактов,B-LAW;
,заключенных,O;
,c,O;
,компаниями,B-ORG;
,Axens,I-ORG;
,и,O;
,Amec Foster Wheeler,B-ORG;
,Amec Foster Wheeler – WOOD,I-ORG;
,уже,O;
,достиг,O;
,90%.,O;
294,Сбербанк,B-ORG;
,купил,O;
,разработчика,O;
,Ё-мобиля.,B-ORG;
295,Сегодня,B-DATE;
,компания,B-ORG;
,Балтика,I-ORG;
,поставляет,O;
,в,O;
,Китай,B-GPE;
,некоторые,O;
,сорта,B-PRODUCT;
,пива,I-PRODUCT;
,и,O;
,готова,O;
,наладить,O;
,поставки,O;
,безалкогольной,B-PRODUCT;
,продукции,I-PRODUCT;
,которая,O;
,производится,O;
,в,O;
,Хабаровске.,B-GPE;
296,Сервис,B-ORG;
,доставки,O;
,продуктов,O;
,Instacart,B-ORG;
,обвинил,O;
,купленный,O;
,Uber,B-ORG;
,стартап Cornershop,B-ORG;
,в,O;
,краже,O;
,каталога,O;
,Месяцем ранее,B-DATE;
,сервис,O;
,уличили,O;
,в,O;
,подключении,O;
,американских,B-NORP;
,магазинов,O;
,без,O;
,их,O;
,ведома,O;
,в,O;
,том,O;
,числе,O;
,тех,O;
,что,O;
,эксклюзивно,O;
,работают,O;
,с,O;
,Instacart....,B-ORG;
297,Сеть,O;
,признали,O;
,уклонявшейся,O;
,от,O;
,уплаты,O;
,налогов:,O;
,по,O;
,данным,O;
,Арбитражного,B-ORG;
,суда,I-ORG;
,города,O;
,Москвы,B-GPE;
,компания,O;
,приобретала,O;
,ювелирную,B-PRODUCT;
,продукцию,I-PRODUCT;
,у,O;
,подконтрольных,O;
,ей,O;
,же,O;
",ООО Брил"",B-ORG";
,и,O;
",ООО ""Стик"",B-ORG";
,которые,O;
,в,O;
,свою,O;
,очередь,O;
,заказывали,O;
,украшения,B-PRODUCT;
,у,O;
,контрактных,B-FAC;
,производств,I-FAC;
,в,O;
,Китае,B-GPE;
,и,O;
,Гонконге.,B-GPE;
298,Сибирская,B-NORP;
,компания,B-ORG;
,БроТЕХ,I-ORG;
,поставляет,O;
,свои,O;
,бродильные,B-PRODUCT;
,установки,I-PRODUCT;
,в,O;
,Австралию,B-GPE;
,Китай,B-GPE;
,и,O;
,ближнее,O;
,зарубежье.,O;
299,Совершенно,O;
,очевидно,O;
,что,O;
,соглашение,B-LAW;
,о,O;
,долгосрочном,O;
,стратегическом,O;
",сотрудничестве"",O";
,между,O;
,НАТО,B-ORG;
,и,O;
,правительством,B-ORG;
,Карзая,B-GPE;
,которое,O;
,может,O;
,быть,O;
,подписано,O;
,19 нояб.,B-DATE;
,на,O;
,саммите,B-EVENT;
,альянса,I-EVENT;
,в,O;
,Лиссабоне,B-GPE;
,приобретает,O;
,особое,O;
,значение.,O;
300,Советник,B-PER;
,президента,I-PER;
,РФ,B-GPE;
,Сергей,B-PER;
,Глазьев,I-PER;
,в,O;
,ходе,O;
,IX международной,B-EVENT;
,конференции,I-EVENT;
,Евразийского,B-ORG;
,банка развития (ЕАБР),I-ORG;
,Евразийская,B-ORG;
",экономическая интеграция"",I-ORG";
,в,O;
,Москве,B-GPE;
,поставил,O;
,вопрос,O;
,расширения,O;
,ЕАБР,B-ORG;
,как,O;
,ключевого,O;
,института,O;
,развития,O;
,интеграционного,O;
,процесса,O;
,сообщает,O;
,корреспондент,B-PER;
,K-News,B-ORG;
,из,O;
,Москвы,B-GPE;
,в,O;
,четверг.,B-DATE;
301,Советский Союз,B-GPE;
,поставил,O;
,в,O;
,Мехабад,B-GPE;
,типографское,B-PRODUCT;
,оборудование,I-PRODUCT;
,на,O;
,котором,O;
,начали,O;
,печатать,O;
,как,O;
,учебную,B-PRODUCT;
,так,O;
,и,O;
,пропагандистскую,B-PRODUCT;
, литературу.,I-PRODUCT;
302,Согласно,O;
,отчетности,O;
,компании,O;
,за,O;
,2014 год,B-DATE;
",ООО Транспетролиум"",B-ORG";
,поставило,O;
,ГСМ,B-PRODUCT;
,на,O;
,сумму,O;
,663 млн. руб.,B-MONEY;
,а,O;
,и,O;
",ООО ""Проминвест"",B-ORG";
,на,O;
,сумму,O;
,1.4 млрд. руб.,B-MONEY;
303,Уралмаш,B-FAC;
,поставит,O;
,в,O;
,Туркмению,B-GPE;
,буровое,B-PRODUCT;
,оборудование,I-PRODUCT;
,на,O;
,500 млн. рублей.,B-MONEY;
304,Уралмашзавод,B-FAC;
,поставит,O;
,ООО Эльгауголь,B-ORG;
,крупную,O;
,партию,B-PRODUCT;
,экскаваторов,I-PRODUCT;
,Портал,O;
,машиностроения.,O;
305,Генеральный,B-PER;
,директор,I-PER;
,ООО,B-ORG;
",""Управляющая компания ""Эльга Уголь"",I-ORG";
,Александр,B-PER;
,Исаев,I-PER;
,и,O;
,глава,B-PER;
,ООО,B-ORG;
",""УК УЗТМ-КАРТЭКС"",I-ORG";
,(машиностроительный дивизион Газпромбанка),I-ORG;
,Ян,B-PER;
,Центер,I-PER;
,подписали,O;
,контракт,B-LAW;
,на,O;
,поставку,O;
,угледобывающей,O;
,компании,O;
,пятнадцати,O;
,электрических,B-PRODUCT;
,карьерных,I-PRODUCT;
,экскаваторов,B-PRODUCT;
,ЭКГ-20.,I-PRODUCT;
306,Уралмашзавод,B-FAC;
,поставит,O;
,ООО,B-ORG;
,Эльгауголь,I-ORG;
,крупную,O;
,партию,B-PRODUCT;
,экскаваторов,I-PRODUCT;
,Портал,O;
,машиностроения.,O;
,генеральный,B-PER;
,директор,I-PER;
,ООО,B-ORG;
",""Управляющая компания ""Эльга Уголь"",I-ORG";
,Александр,B-PER;
,Исаев,I-PER;
,и,O;
,глава,B-PER;
,ООО,B-ORG;
",""УК УЗТМ-КАРТЭКС"" (машиностроительный дивизион Газпромбанка),I-ORG";
,Ян,B-PER;
,Центер,I-PER;
,подписали,O;
,контракт,B-LAW;
,на,O;
,поставку,O;
,угледобывающей,B-FAC;
,компании,I-FAC;
,пятнадцати,O;
,электрических,O;
,карьерных,O;
,экскаваторов,B-PRODUCT;
,ЭКГ-20.,I-PRODUCT;
307,Уралмашзавод,B-FAC;
,поставит,O;
,ООО,B-ORG;
,Эльгауголь,I-ORG;
,крупную,O;
,партию,B-PRODUCT;
,экскаваторов.,I-PRODUCT;
,Уралмашзавод,B-FAC;
,поставит,O;
,компании,B-ORG;
,Эльгауголь,I-ORG;
,крупную,O;
,партию,B-PRODUCT;
,экскаваторов.,I-PRODUCT;
308,Уралмашзавод,B-FAC;
,поставит,O;
,узбекскому,B-NORP;
,АО,B-ORG;
",Алмалыкский ГМК"",I-ORG";
,мельницу,B-PRODUCT;
,мокрого,O;
,полусамоизмельчени..,O;
309,Уралмашзавод,B-FAC;
,поставит,O;
,экскаватор,B-PRODUCT;
,компании,O;
,Мечел,B-ORG;
,Уральский,B-LOC;
,механический,B-FAC;
,завод,I-FAC;
,поставляет,O;
,коленчатые,B-PRODUCT;
,валы,I-PRODUCT;
,для,O;
,нужд,O;
,товаропроизводителей,B-PER;
,Российской,B-GPE;
,Федерации,I-GPE;
310,Западно-Казахстанская,B-GPE;
,машиностроительная,B-ORG;
,компания,I-ORG;
,для,O;
,производства,O;
,нефтегазового,B-PRODUCT;
,оборудования,I-PRODUCT;
,компании,O;
",Зенит"",B-ORG";
,и,O;
",""Гидроприбор"",B-ORG";
,для,O;
,производства,O;
,судов,B-PRODUCT;
,закупают,O;
,комплектующие,B-PRODUCT;
,материалы,I-PRODUCT;
,у,O;
,российских,B-NORP;
,партнёров,I-NORP;
311,Филиал,O;
,ОАО,B-ORG;
,ВНИИР-Прогресс,I-ORG;
,поставил,O;
,оборудование,B-PRODUCT;
,для,O;
,строительства,O;
,ледоколов,B-PRODUCT;
312,ПАО,B-ORG;
,Газпром,I-ORG;
,нефть,I-ORG;
,Филиал,O;
,акционерной,O;
,компании,O;
,Укрзализныця,B-ORG;
,по,O;
,закупкам,O;
,Центр,B-ORG;
,обеспечения,I-ORG;
,производства,I-ORG;
,по,O;
,результатам,O;
,тендера,O;
,проведенного,O;
,через,O;
,систему,O;
,электронных,O;
,государственных,O;
,закупок,O;
,Prozorro,B-ORG;
,заключил,O;
,договор,B-LAW;
,с,O;
,компанией,O;
",""Смарт Эксим"",B-ORG";
,на,O;
,покупку,O;
,электромагнитных,B-PRODUCT;
,реле,I-PRODUCT;
,российской,B-NORP;
,компании,O;
",""Элтеза"",B-ORG";
,на,O;
,сумму,O;
,10 443,B-MONEY;
,млн,I-MONEY;
,грн,I-MONEY;
,с,O;
,учетом,O;
,НДС,O;
,сообщает,O;
,УНИАН,B-ORG;
",."",O";
313,Фирма,B-ORG;
",Криоген"",I-ORG";
,стала,O;
,поставщиком,O;
,глобальной,O;
,международной,O;
,компании,O;
",""Линде,B-ORG";
,Газ,I-ORG;
",Рус"",I-ORG";
314,Рязанская,B-LOC;
,фирма,O;
",""Криоген"",B-ORG";
,поставляет,O;
,лазерный,B-PRODUCT;
,жидкий,I-PRODUCT;
,кислород,I-PRODUCT;
,одному,O;
,из,O;
,мировых,O;
,лидеров,O;
,в,O;
,производстве,O;
,продуктов,B-PRODUCT;
,разделения,I-PRODUCT;
,воздуха,I-PRODUCT;
,-,O;
,ОАО,B-ORG;
",""Линде,I-ORG";
,Газ,I-ORG;
",Рус""."",I-ORG";
315,Чулманнефтепродукт,B-ORG;
,это,O;
,дочерняя,O;
,компания,O;
,ТАИФ-НК,B-ORG;
,и,O;
,она,O;
,однозначно,O;
,реализует,O;
,нефтепродукт,B-PRODUCT;
,от,O;
,ТАИФ-НК,B-ORG;
,причем,O;
,она,O;
,закупает,O;
,бензин,B-PRODUCT;
,и,O;
,ДТ,B-PRODUCT;
,с,O;
,огромной,O;
,скидкой,O;
,вам,O;
,всем,O;
,и,O;
,не,O;
,снилось.,O;
318,Шведская,B-NORP;
,игровая,O;
,компания,O;
,Thunderful,B-ORG;
,Group,I-ORG;
,купила,O;
,британскую,B-NORP;
,студию,O;
,Coatsink,B-ORG;
,Software..,I-ORG;
319,Шведская,B-NORP;
,компания,O;
,Siemens,B-ORG;
,Industrial,I-ORG;
,Turbomachinery,I-ORG;
,поставит,O;
,оборудование,B-PRODUCT;
,РУП,B-ORG;
",Витебскэнерго"",I-ORG";
,для,O;
,строительства,O;
,пиково-резервных,B-PRODUCT;
,энергоисточников,I-PRODUCT;
,на,O;
,базе,O;
,Лукомльской,B-LOC;
,ГРЭС,B-FAC;
,и,O;
,Новополоцкой,B-LOC;
,ТЭЦ,B-PRODUCT;
,сообщили,O;
,корреспонденту,O;
,БЕЛТА,B-ORG;
,на,O;
,витебском,B-NORP;
",предприятии."",B-FAC";
320,Шведский,B-NORP;
,холдинг,O;
,Thunderful,B-ORG;
,Group,I-ORG;
,купил,O;
,разработчиков,O;
,Jurassic,B-ORG;
,World,I-ORG;
,Aftermath,I-ORG;
,за,O;
,$29.8,B-MONEY;
,млн,I-MONEY;
321,В,O;
,состав,O;
,шведского,B-NORP;
,холдинга,O;
,Thunderful,B-ORG;
,Group,I-ORG;
,войдет,O;
,британская,B-NORP;
,студия,O;
,Coatsink,B-ORG;
,Software,I-ORG;
,которая,O;
,работает,O;
,в,O;
,том,O;
,числе,O;
,над,O;
,VR-проектом,B-PRODUCT;
,по,O;
,Миру,O;
,Юрског…,O;
,Наука,O;
,и,O;
,Технологии,O;
,Октябрь 2020,B-DATE;
,|,O;
",app2top.ru."",O";
322,Шведский,B-NORP;
,холдинг,O;
,Thunderful,B-ORG;
,Group,I-ORG;
,купил,O;
,разработчиков,O;
,Jurassic,B-ORG;
,World,I-ORG;
,Aftermath,I-ORG;
,за,O;
,$29.8,B-MONEY;
,млн.,I-MONEY;
323,Главное,O;
,чтобы,O;
,шведский,B-NORP;
,стол,O;
,остался:,O;
,как,O;
,изменился,O;
,отдых,O;
,в,O;
,Турции,B-LOC;
,в,O;
,2020,B-DATE;
,году,I-DATE;
324,В,O;
,этом,B-DATE;
,году,I-DATE;
,россияне,B-NORP;
,массово,O;
,открыли,O;
,для,O;
,себя,O;
,Бодрум,B-LOC;
,и,O;
,другие,O;
,турецкие,B-NORP;
,места,O;
,отдыха,O;
",миллиардеров"",B-PER";
,в,O;
,отелях,O;
,появились,O;
,номера-изоляторы,O;
,да,O;
,и,O;
,привычный,O;
,all-inclusive,O;
,тоже,O;
,сменил,O;
",облик."",O";
325,Шведский,B-NORP;
,холдинг,O;
,Thunderful,B-ORG;
,Group,I-ORG;
,купил,O;
,разработчиков,O;
,Jurassic,B-ORG;
,World,I-ORG;
,Aftermath,I-ORG;
,за,O;
,$29.8,B-MONEY;
,млн.,I-MONEY;
326,Шведский,B-NORP;
,холдинг,O;
,Thunderful,B-ORG;
,Group,I-ORG;
,стал,O;
,владельцем,O;
,Station,B-ORG;
,Interactive,I-ORG;
,Холдинг,O;
,Thunderful,B-ORG;
,продолжает,O;
,расширять,O;
,свой,O;
,портфель.,O;
327,Это,O;
,уже,O;
,второй,O;
,авиалайнер,O;
,переданный,O;
,в,O;
,лизинг,O;
,в,O;
,рамках,O;
,соглашения,B-LAW;
,заключенного,O;
,между,O;
,компаниями,O;
,в,O;
,2007,B-DATE;
,году,I-DATE;
,ЗАО,B-ORG;
,Мерседес-Бенц,I-ORG;
",РУС"",I-ORG";
,и,O;
,лизинговая,O;
,компания,O;
,Europlan,B-ORG;
,подписали,O;
,соглашение,B-LAW;
,о,O;
,поставках,O;
,легковых,B-PRODUCT;
,автомобилей,I-PRODUCT;
,Mercedes-Benz,I-PRODUCT;
,в,O;
,лизинг,O;
328,ЗАО,B-ORG;
",""Мерседес-Бенц,I-ORG";
",РУС"",I-ORG";
,и,O;
,лизинговая,O;
,компания,O;
,Europlan,B-ORG;
,продлили,O;
,соглашение,B-LAW;
,о,O;
,поставках,O;
,всей,O;
,гаммы,O;
,легковых,B-PRODUCT;
,автомобилей,I-PRODUCT;
,Mercedes-Benz,I-PRODUCT;
,юридическим,O;
,лицам,O;
,и,O;
,предпринимателям,O;
,через,O;
,финансовый,O;
,лизинг,O;
"329,""РЕСО-Лизинг"",B-ORG";
,и,O;
",""Ниссан,B-ORG";
,Мотор,I-ORG;
",РУС"",I-ORG";
,подписали,O;
,соглашение,B-LAW;
,о,O;
,сотрудничестве,O;
"330,""РЕСО-Лизинг"",B-ORG";
,и,O;
",""Ниссан,B-ORG";
,Мотор,I-ORG;
",РУС"",I-ORG";
,подписали,O;
,соглашение,B-LAW;
,о,O;
,продаже,O;
,юридическим,O;
,лицам,O;
,и,O;
,индивидуальным,O;
,предпринимателям,O;
,в,O;
,лизинг,O;
,в,O;
,2008,B-DATE;
,году,I-DATE;
,легковых,B-PRODUCT;
,автомобилей,I-PRODUCT;
,марки,O;
,Nissan,B-ORG;
,на,O;
,особых,O;
,условиях,O;
"331,""РТК-Лизинг"",B-ORG";
,и,O;
",""Дагсвязьинформ"",B-ORG";
,заключат,O;
,сделку,B-LAW;
,на,O;
,670,B-MONEY;
,млн,I-MONEY;
,рублей,I-MONEY;
"332,""РТК-Лизинг"",B-ORG";
,и,O;
,компания,O;
",""Дагсвязьинформ"",B-ORG";
,заключат,O;
,договор,B-LAW;
,лизинга,O;
,на,O;
,сумму,O;
,670.3,B-MONEY;
,млн,I-MONEY;
",рублей."",I-MONEY";
,—,O;
"333,Вымпелком"",B-ORG";
,покупает,O;
,рекламно-технологическую,B-PRODUCT;
,платформу,I-PRODUCT;
,OTM,I-PRODUCT;
,—,O;
,Она,B-PER;
,понадобилась,O;
,компании,O;
,в,O;
,связи,O;
,с,O;
,ужесточением,O;
,требований,O;
,к,O;
,использованию,O;
,персональных,O;
,данных,O;
"334,""Вымпелком"",B-ORG";
,ведет,O;
,переговоры,O;
,о,O;
,покупке,O;
,российской,B-NORP;
,группы,O;
,OTM,B-ORG;
,которой,O;
,принадлежит,O;
,технологическая,O;
,платформа,O;
,для,O;
,автоматизации,O;
,и,O;
,планирования,O;
,закупок,O;
,интернет-рекламы,O;
,рассказал,O;
",""Ведомостям"",B-ORG";
,источник,O;
,в,O;
,медиаагентстве,O;
,работающем,O;
,с,O;
",платформой."",O";
